"","Location.Name","Rate.Year","Cohort.Graduation.Year","Total.Cohort","Total.Graduated","OffTrack.Other","Dropouts","Graduation.Rate","Dropout.Rate","gradyear","enrollyear"
"551","Chandler Park Academy (82923)","4-Year",2011,160,144,2,14,0.8938,0.0813,2011,2007
"552","Charlotte Forten Academy (82936)","5-Year",2010,18,2,-1,17,0.0556,0.8889,2011,2006
"553","Charlotte Forten Academy (82936)","6-Year",2009,51,17,-1,35,0.3333,0.6667,2011,2005
"554","Cherry Hill School of Performing Arts (82960)","4-Year",2011,33,1,1,31,0.0303,0.9091,2011,2007
"555","Cherry Hill School of Performing Arts (82960)","5-Year",2010,128,93,0,35,0.7188,0.2734,2011,2006
"556","Cherry Hill School of Performing Arts (82960)","6-Year",2009,84,60,-1,25,0.7024,0.2976,2011,2005
"557","Clara B. Ford Academy (SDA) (82996)","4-Year",2011,53,3,19,31,0.0566,0.5849,2011,2007
"558","Clara B. Ford Academy (SDA) (82996)","5-Year",2010,35,0,1,34,0,0.9714,2011,2006
"559","Clara B. Ford Academy (SDA) (82996)","6-Year",2009,29,7,-1,23,0.2069,0.7931,2011,2005
"560","Covenant House Academy Detroit (82991)","4-Year",2011,161,22,68,71,0.1366,0.4348,2011,2007
"561","Covenant House Academy Detroit (82991)","5-Year",2010,198,26,41,131,0.1313,0.6566,2011,2006
"562","Covenant House Academy Detroit (82991)","6-Year",2009,223,37,24,162,0.1659,0.722,2011,2005
"563","Covenant House Academy East (82990)","4-Year",2011,122,9,47,66,0.0656,0.5328,2011,2007
"564","Covenant House Academy East (82990)","5-Year",2010,148,22,36,90,0.1486,0.6014,2011,2006
"565","Covenant House Academy East (82990)","6-Year",2009,218,56,10,152,0.2523,0.6927,2011,2005
"566","Covenant House Academy Southwest (82989)","4-Year",2011,130,2,37,91,0.0077,0.7,2011,2007
"567","Covenant House Academy Southwest (82989)","5-Year",2010,148,15,23,110,0.0946,0.7432,2011,2006
"568","Covenant House Academy Southwest (82989)","6-Year",2009,168,20,10,138,0.119,0.8155,2011,2005
"569","Detroit Academy of Arts and Sciences (82929)","4-Year",2011,165,121,9,35,0.7333,0.2121,2011,2007
"570","Detroit Academy of Arts and Sciences (82929)","5-Year",2010,149,113,0,36,0.7517,0.2416,2011,2006
"571","Detroit Academy of Arts and Sciences (82929)","6-Year",2009,180,141,-1,40,0.7833,0.2167,2011,2005
"572","Detroit Community Schools (82925)","4-Year",2011,135,111,1,23,0.8222,0.163,2011,2007
"573","Detroit Community Schools (82925)","5-Year",2010,112,95,-1,18,0.8393,0.1518,2011,2006
"574","Detroit Community Schools (82925)","6-Year",2009,134,109,-1,26,0.806,0.1866,2011,2005
"575","Detroit Midtown Academy (82964)","4-Year",2011,72,52,7,13,0.7222,0.1667,2011,2007
"576","Detroit Midtown Academy (82964)","5-Year",2010,71,60,1,10,0.831,0.1408,2011,2006
"577","Detroit Midtown Academy (82964)","6-Year",2009,77,59,-1,19,0.7662,0.2338,2011,2005
"578","Frontier International Academy (82987)","4-Year",2011,49,46,0,3,0.9184,0.0612,2011,2007
"579","Frontier International Academy (82987)","5-Year",2010,42,42,0,0,1,0,2011,2006
"580","Frontier International Academy (82987)","6-Year",2009,35,30,-1,6,0.8286,0.1714,2011,2005
"581","George Crockett Academy (82937)","5-Year",2010,10,10,0,0,1,0,2011,2006
"582","George Crockett Academy (82937)","6-Year",2009,10,10,0,0,1,0,2011,2005
"583","HEART Academy (82927)","4-Year",2011,45,32,3,10,0.7111,0.2222,2011,2007
"584","HEART Academy (82927)","5-Year",2010,30,30,-1,1,0.9667,0.0333,2011,2006
"585","HEART Academy (82927)","6-Year",2009,30,27,-1,4,0.8667,0.1333,2011,2005
"586","Henry Ford Academy (82926)","4-Year",2011,108,85,9,14,0.787,0.1296,2011,2007
"587","Henry Ford Academy (82926)","5-Year",2010,117,105,-1,13,0.8889,0.1026,2011,2006
"588","Henry Ford Academy (82926)","6-Year",2009,104,99,-1,6,0.9519,0.0481,2011,2005
"589","Hope of Detroit Academy (82957)","5-Year",2010,10,9,0,1,0.9,0.1,2011,2006
"590","Hope of Detroit Academy (82957)","6-Year",2009,16,12,0,4,0.75,0.25,2011,2005
"591","Life Skills Center of Metropolitan Detroit (82978)","4-Year",2011,56,2,1,53,0.0357,0.9286,2011,2007
"592","Life Skills Center of Metropolitan Detroit (82978)","5-Year",2010,126,11,5,110,0.0873,0.873,2011,2006
"593","Life Skills Center of Metropolitan Detroit (82978)","6-Year",2009,208,39,3,166,0.1827,0.7933,2011,2005
"594","Marvin L. Winans Academy of Performing Arts (82924)","4-Year",2011,45,42,2,1,0.9333,0.0222,2011,2007
"595","Marvin L. Winans Academy of Performing Arts (82924)","5-Year",2010,45,38,1,6,0.8444,0.1333,2011,2006
"596","Marvin L. Winans Academy of Performing Arts (82924)","6-Year",2009,86,75,-1,12,0.8605,0.1395,2011,2005
"597","McGivney Academy (SDA) (82721)","4-Year",2011,12,0,8,4,0,0.3333,2011,2007
"598","Michigan Health Academy (82917)","4-Year",2011,53,48,0,5,0.8868,0.0943,2011,2007
"599","Michigan Health Academy (82917)","5-Year",2010,39,32,-1,8,0.8205,0.1795,2011,2006
"600","Michigan Health Academy (82917)","6-Year",2009,37,33,-1,5,0.8649,0.1351,2011,2005
"601","Michigan Technical Academy (82907)","5-Year",2010,90,67,1,22,0.7444,0.2444,2011,2006
"602","Michigan Technical Academy (82907)","6-Year",2009,65,52,0,13,0.8,0.2,2011,2005
"603","Oakland International Academy (63912)","4-Year",2011,25,19,4,2,0.76,0.08,2011,2007
"604","Oakland International Academy (63912)","5-Year",2010,29,25,-1,5,0.8276,0.1724,2011,2006
"605","Oakland International Academy (63912)","6-Year",2009,20,19,0,1,0.95,0.05,2011,2005
"606","Old Redford Academy (82956)","4-Year",2011,152,131,9,12,0.8553,0.0724,2011,2007
"607","Old Redford Academy (82956)","5-Year",2010,129,116,-1,14,0.8915,0.1008,2011,2006
"608","Old Redford Academy (82956)","6-Year",2009,109,93,-1,17,0.8532,0.1468,2011,2005
"609","Riverside Academy (82975)","4-Year",2011,56,41,9,6,0.7321,0.1071,2011,2007
"610","Riverside Academy (82975)","5-Year",2010,38,33,0,5,0.8684,0.1053,2011,2006
"611","Riverside Academy (82975)","6-Year",2009,23,21,-1,3,0.913,0.087,2011,2005
"612","Ross-Hill Academy (82948)","4-Year",2011,19,14,1,4,0.7368,0.1579,2011,2007
"613","Ross-Hill Academy (82948)","5-Year",2010,24,23,-1,2,0.9167,0.0833,2011,2006
"614","Ross-Hill Academy (82948)","6-Year",2009,22,15,-1,8,0.6364,0.3182,2011,2005
"615","Star International Academy (82941)","4-Year",2011,82,72,0,10,0.878,0.1098,2011,2007
"616","Star International Academy (82941)","5-Year",2010,60,50,-1,11,0.8167,0.1833,2011,2006
"617","Star International Academy (82941)","6-Year",2009,50,48,0,2,0.96,0.04,2011,2005
"618","Summit Academy North (82938)","4-Year",2011,103,95,3,5,0.9223,0.0485,2011,2007
"619","Summit Academy North (82938)","5-Year",2010,109,101,1,7,0.9266,0.0642,2011,2006
"620","Summit Academy North (82938)","6-Year",2009,102,84,0,18,0.8235,0.1667,2011,2005
"621","Trillium Academy (82973)","4-Year",2011,46,37,8,1,0.8043,0.0217,2011,2007
"622","Trillium Academy (82973)","5-Year",2010,33,30,1,2,0.8788,0.0606,2011,2006
"623","Trillium Academy (82973)","6-Year",2009,23,21,-1,3,0.8696,0.1304,2011,2005
"624","Universal Academy (82950)","4-Year",2011,33,33,-1,1,0.9697,0.0303,2011,2007
"625","Universal Academy (82950)","5-Year",2010,24,23,-1,2,0.9167,0.0833,2011,2006
"626","Universal Academy (82950)","6-Year",2009,31,28,-1,4,0.9032,0.0968,2011,2005
"627","University Preparatory Academy (PSAD) (82702)","4-Year",2011,121,115,6,0,0.9504,0,2011,2007
"628","University Preparatory Academy (PSAD) (82702)","5-Year",2010,118,113,2,3,0.9576,0.0254,2011,2006
"629","University Preparatory Academy (PSAD) (82702)","6-Year",2009,128,125,-2,5,0.9688,0.0313,2011,2005
"630","Vista Meadows Academy (82716)","4-Year",2011,22,10,6,6,0.4545,0.2727,2011,2007
"631","Vista Meadows Academy (82716)","5-Year",2010,17,9,3,5,0.4706,0.2941,2011,2006
"632","Voyageur Academy (82940)","4-Year",2011,99,90,2,7,0.899,0.0707,2011,2007
"633","Voyageur Academy (82940)","5-Year",2010,80,76,0,4,0.95,0.05,2011,2006
"634","Voyageur Academy (82940)","6-Year",2009,75,63,0,12,0.84,0.16,2011,2005
"635","Weston Preparatory Academy (82943)","5-Year",2010,57,46,-1,12,0.807,0.193,2011,2006
"636","Weston Preparatory Academy (82943)","6-Year",2009,53,46,-1,8,0.8491,0.1509,2011,2005
"637","Allen Park Public Schools (82020)","4-Year",2012,374,312,21,41,0.8316,0.107,2012,2008
"638","Allen Park Public Schools (82020)","5-Year",2011,362,321,4,37,0.8867,0.1022,2012,2007
"639","Allen Park Public Schools (82020)","6-Year",2010,327,290,2,35,0.8838,0.104,2012,2006
"640","Crestwood School District (82230)","4-Year",2012,285,259,11,15,0.9053,0.0526,2012,2008
"641","Crestwood School District (82230)","5-Year",2011,276,254,4,18,0.9167,0.0652,2012,2007
"642","Crestwood School District (82230)","6-Year",2010,318,301,1,16,0.9465,0.0503,2012,2006
"643","Dearborn City School District (82030)","4-Year",2012,1397,1153,130,114,0.8253,0.0809,2012,2008
"644","Dearborn City School District (82030)","5-Year",2011,1336,1108,32,196,0.8293,0.1467,2012,2007
"645","Dearborn City School District (82030)","6-Year",2010,1376,1163,13,200,0.8452,0.1453,2012,2006
"646","Dearborn Heights School District #7 (82040)","4-Year",2012,193,144,21,28,0.7461,0.1399,2012,2008
"647","Dearborn Heights School District #7 (82040)","5-Year",2011,149,130,1,18,0.8658,0.1208,2012,2007
"648","Dearborn Heights School District #7 (82040)","6-Year",2010,169,148,2,19,0.8757,0.1124,2012,2006
"649","Detroit City School District (82010)","4-Year",2012,5877,3805,933,1139,0.6474,0.1938,2012,2008
"650","Detroit City School District (82010)","5-Year",2011,6666,4605,363,1698,0.6908,0.2547,2012,2007
"651","Detroit City School District (82010)","6-Year",2010,7383,5242,143,1998,0.71,0.2705,2012,2006
"652","Ecorse Public Schools (82250)","4-Year",2012,142,84,34,24,0.5915,0.169,2012,2008
"653","Ecorse Public Schools (82250)","5-Year",2011,134,83,4,47,0.6194,0.3433,2012,2007
"654","Ecorse Public Schools (82250)","6-Year",2010,149,92,6,51,0.6174,0.3356,2012,2006
"655","Flat Rock Community Schools (82180)","4-Year",2012,124,109,7,8,0.871,0.0645,2012,2008
"656","Flat Rock Community Schools (82180)","5-Year",2011,130,119,1,10,0.9077,0.0769,2012,2007
"657","Flat Rock Community Schools (82180)","6-Year",2010,132,118,-1,15,0.8864,0.1136,2012,2006
"658","Garden City Public Schools (82050)","4-Year",2012,574,378,110,86,0.6585,0.1498,2012,2008
"659","Garden City Public Schools (82050)","5-Year",2011,570,411,37,122,0.7193,0.2123,2012,2007
"660","Garden City Public Schools (82050)","6-Year",2010,608,398,49,161,0.653,0.2648,2012,2006
"661","Gibraltar School District (82290)","4-Year",2012,295,253,29,13,0.8576,0.0407,2012,2008
"662","Gibraltar School District (82290)","5-Year",2011,234,205,5,24,0.8718,0.0983,2012,2007
"663","Gibraltar School District (82290)","6-Year",2010,267,245,2,20,0.9176,0.0712,2012,2006
"664","Grosse Ile Township Schools (82300)","4-Year",2012,167,162,3,2,0.9641,0.006,2012,2008
"665","Grosse Ile Township Schools (82300)","5-Year",2011,178,174,-1,5,0.9775,0.0225,2012,2007
"666","Grosse Ile Township Schools (82300)","6-Year",2010,141,138,0,3,0.9787,0.0142,2012,2006
"667","Grosse Pointe Public Schools (82055)","4-Year",2012,739,696,31,12,0.9405,0.0149,2012,2008
"668","Grosse Pointe Public Schools (82055)","5-Year",2011,745,715,8,22,0.9597,0.0295,2012,2007
"669","Grosse Pointe Public Schools (82055)","6-Year",2010,762,736,4,22,0.9646,0.0276,2012,2006
"670","Hamtramck, School District of the City of (82060)","4-Year",2012,219,123,41,55,0.5616,0.2511,2012,2008
"671","Hamtramck, School District of the City of (82060)","5-Year",2011,250,158,15,77,0.632,0.308,2012,2007
"672","Hamtramck, School District of the City of (82060)","6-Year",2010,296,194,3,99,0.6554,0.3311,2012,2006
"673","Harper Woods, The School District of the City of (82320)","4-Year",2012,133,122,5,6,0.9098,0.0451,2012,2008
"674","Harper Woods, The School District of the City of (82320)","5-Year",2011,126,115,0,11,0.9048,0.0873,2012,2007
"675","Harper Woods, The School District of the City of (82320)","6-Year",2010,95,84,2,9,0.8737,0.0947,2012,2006
"676","Highland Park City Schools (82070)","4-Year",2012,175,84,28,63,0.4743,0.36,2012,2008
"677","Highland Park City Schools (82070)","5-Year",2011,285,113,9,163,0.393,0.5719,2012,2007
"678","Highland Park City Schools (82070)","6-Year",2010,339,153,7,179,0.4513,0.528,2012,2006
"679","Huron School District (82340)","4-Year",2012,196,168,19,9,0.8571,0.0459,2012,2008
"680","Huron School District (82340)","5-Year",2011,200,178,5,17,0.89,0.085,2012,2007
"681","Huron School District (82340)","6-Year",2010,178,161,4,13,0.8989,0.073,2012,2006
"682","Lincoln Park, School District of the City of (82090)","4-Year",2012,320,252,40,28,0.7844,0.0844,2012,2008
"683","Lincoln Park, School District of the City of (82090)","5-Year",2011,316,251,9,56,0.7943,0.1741,2012,2007
